PC1;PC2;PC3;PC4;PC5;PC6
1.102713915;1.601686452;0.929938466;-0.215425187;-1.107705608;1.51995608
-1.823235546;1.753908883;-0.505226151;-2.066688138;-1.287144551;-0.13282908
3.400690409;0.416674988;1.065762824;-0.90283879;-0.654655256;-0.302308377
0.521005703;0.642362759;-1.90761071;2.385660641;-1.110880998;-0.775723653
0.931231865;-0.478551667;0.940903238;0.089285058;-0.117889266;2.06184858
-0.397606543;-1.350859972;-0.192244303;0.543856524;-1.215399995;-1.092910704
-5.179179827;-1.851928814;0.880017796;-0.035095672;0.016008082;-1.595948194
-1.821282427;1.473998788;-1.86389114;-0.239424376;0.802254818;-0.72599615
-2.27340211;-0.007788327;1.952539619;-2.109549341;-2.032862959;0.011755165
2.561179777;-0.547483721;1.02998971;-1.348385232;1.955182787;0.065730309
1.308525182;-0.654035618;-0.298319108;1.316274033;0.958009146;0.786489465
-2.581557986;-2.461043641;2.110015625;3.609042156;0.731735759;0.48483406
-0.926481573;-2.473486917;-0.883194022;1.292733889;-0.919872086;0.233305412
2.988973969;4.036954693;-0.61609072;-0.13121896;-1.409199332;-1.378509404
1.084954436;-0.43336508;2.3416132;2.991600165;-0.344562009;-1.490499145
-0.243097673;-0.321549911;3.967952551;-0.216146655;0.275117968;0.48577545
1.173191517;-0.629477904;-1.732136377;-2.005202825;0.515645051;-0.504805702
2.383996927;-1.130505909;-2.117713139;1.168016619;-1.317683297;0.094331354
-0.877825341;0.998249344;-0.86113699;0.627845888;0.761100975;0.177388086
1.37361695;-0.409211799;1.709273583;-0.996837933;-0.479185363;1.208290097
0.8930265;-3.034641455;1.47861266;1.9716494;1.866969839;0.98569443
0.250349013;-0.140675251;1.412072638;-3.10577714;-0.696348019;-0.424886037
-0.516809007;-0.763965015;2.748641621;-1.944779772;0.488698265;-2.54359022
-0.392723742;1.545010824;0.783341415;0.64720535;0.350098493;0.609915373
-2.427461136;-1.150648623;1.183374755;0.456676044;0.559070444;1.712283374
-1.111047238;-2.284038098;2.06949191;-0.338231463;0.850737097;-1.122714714
0.46127761;-2.018581508;-1.400730435;1.086467474;-1.285415528;0.049210297
-0.407604926;0.831824555;-1.40363756;0.614669815;-0.526950437;-0.865045758
0.217175122;0.276445155;-0.956157697;2.729631417;-1.439501208;-1.094730981
0.610038971;-1.482237533;-5.29643698;0.565818404;0.510559392;0.698432568
-3.21867791;3.032852639;0.76856459;1.426837997;1.648317885;0.210624807
-2.802631762;2.161758777;-1.096259446;-0.744510049;-0.36074082;0.326043843
0.943343116;0.449399979;-2.229127132;0.051309811;-1.135873779;0.02843658
-1.010249076;-1.039922035;-1.541806042;1.756325561;0.136627374;0.313168764
2.00758194;0.256737126;-2.569266166;0.064105293;0.885693617;2.098652818
1.70776688;3.269511982;1.822142839;-0.64927098;-0.810546107;-0.397430059
-0.66845685;-0.434118346;0.644679006;0.90282359;-4.006891557;1.951275549
0.123860315;0.541940659;-0.260123634;-1.729672749;-1.247153855;-0.802178909
0.724649946;0.52781102;1.150697975;0.986109338;3.010726248;-0.000697744
0.337288088;-1.73169663;0.394049854;-0.861760176;-1.309569641;1.600390223
-0.670012172;0.765572493;-1.930985134;2.007702546;1.085386574;1.660266715
3.246961908;-2.055108803;2.813257227;0.770295773;3.642461193;-2.455829816
-5.087982967;-1.273994215;-0.406082408;-0.432600226;0.756772896;-2.688968475
-1.457323978;-1.117194442;-1.30960417;-2.650578125;-0.79953743;-0.434314251
-1.040843686;-1.2901162;-1.44683306;-0.342450056;1.625339858;0.886052791
-2.033915961;0.946302673;0.73041771;0.293336262;-1.820270014;0.130199878
2.32324582;1.603908341;-1.572853605;2.017966335;1.111732813;-0.979533669
0.119719263;1.759220119;-0.59947197;-1.83348771;0.301120905;-0.413754675
-2.052213714;-0.324096171;-1.266317945;-1.08577167;-0.34117511;0.730080392
1.524027856;-1.281562122;0.186731979;-0.085445442;-1.932308052;-2.708212365
-0.815657296;-0.529313949;1.382182201;-0.238395395;-0.532295957;-0.923541454
-0.866491533;0.595582735;1.341617123;-1.478486373;-0.588075913;-1.121669577
0.217923622;-0.444598616;2.573021723;1.271687533;-0.098242442;-1.591929808
1.175019332;-2.233588158;-0.643792271;0.363305264;2.628637876;1.447387808
-1.563774178;-0.643053399;-0.381712831;-0.834230371;-0.875684038;-0.509417659
0.701026095;-0.184506064;-0.380941089;0.080132569;-0.226762996;1.927060453
-1.629579606;0.416899742;1.67736926;-0.86111367;-0.119714789;-1.294732261
0.525468651;-1.104452995;0.044828463;-0.866789648;0.517227595;0.807036877
-1.267806224;3.732295326;1.175673636;-0.127133118;0.867319674;0.121219184
3.324416717;-0.328870395;0.474740799;0.449773646;0.94219832;-0.165184402
-1.465821957;-2.052985284;-0.871115177;2.842827549;-0.536812551;0.862542213
0.580701566;2.546015807;-1.644995184;0.475245806;0.815177121;-0.211970182
-2.008464336;1.795742292;-0.91618347;-0.022808297;1.345706373;-0.76420768
-0.873097156;-2.016328785;0.939779913;1.141397361;1.145126686;0.264357008
-0.640450726;0.968873544;2.107929226;3.135751976;-0.088193678;1.971403763
4.551562024;-4.165653176;2.301803539;0.255231645;-1.190231036;-1.937631915
0.07105396;-3.411632366;0.996281576;1.250372823;1.162028203;0.39364159
2.727177889;1.037771183;2.616580636;-1.731775307;2.002907591;1.049816208
-2.934826633;1.064084603;1.901884331;-0.599985418;1.480558157;-0.65060978
0.903070577;0.717738036;0.009431238;-2.137697259;-0.734371184;-2.6646468
-0.184381892;-2.402090865;0.746835759;0.091210271;1.142991027;1.709145413
1.139158991;-1.162133186;-1.025187708;1.25315979;-0.250152558;-0.080425623
-3.682019609;0.271031524;0.165315833;-0.538676262;0.127601943;0.073328345
0.608516389;1.985308993;0.61476489;-0.5742184;0.33933557;0.024858858
-2.082067917;0.506683204;-0.784357785;-0.54410856;0.158631478;0.743290423
-1.63195422;-2.816205414;1.647859022;2.332200633;-0.343088864;0.631115445
0.214724297;-1.981584048;-0.938158808;-0.548143807;-2.099856991;1.062667568
0.33029726;1.717121218;-2.360500992;-0.145264694;-0.1082501;0.834866014
0.465044009;3.961007974;0.223242421;-2.919002193;-1.686142067;-0.55803434
-1.344170029;-0.609740955;3.271273254;2.586375395;-0.70379456;-0.166623441
1.380046331;1.062720576;-2.167603236;0.103035221;1.575682773;-0.861197797
-1.014480513;0.081854064;0.20107165;-1.50156752;0.669151285;1.976615079
0.655743218;-1.04978918;-0.685695844;1.190840468;-1.302647647;0.257582751
-2.491627828;-0.992299738;-2.103655879;-0.531531818;0.024493115;-0.063891307
1.176417678;-0.616535534;-1.353362016;-0.706851423;2.425578501;1.103318564
-0.19153227;-0.665010977;0.794233093;0.292759731;1.079105901;-2.39447074
0.980809384;0.615913683;-0.026080858;-0.127425359;0.02726761;-0.683579855
0.768881932;-3.486462371;1.827702182;0.399294116;-1.937190588;2.210042577
3.529344632;0.445155419;1.376894717;-0.168937829;0.645801429;-0.667285482
-0.295539233;-3.697505773;-0.552190134;0.993914743;-2.251551566;0.362878834
-0.571083964;1.05836163;-1.699446096;-1.703912685;1.433622048;-1.209538174
-1.486830676;1.643254605;0.539637971;-1.460482902;0.21083967;1.863018927
0.664091158;-2.359897222;1.595088488;-3.20303408;-1.055942708;0.056777125
0.56176169;0.31036327;0.176106771;-0.002408984;-2.464527008;-2.448321526
0.249427178;1.37963625;-0.7450083;-0.300182206;0.973798594;-0.677229105
-0.078581058;2.104421392;-0.102637727;1.92391676;-0.370454729;-1.710338669
0.579770558;1.576916617;0.633670118;-0.293080809;2.007159911;1.049836025
1.777847555;-2.178253317;0.090286685;-1.079074964;0.751140512;-0.07639186
2.006541767;0.140605835;2.586271708;1.832312654;-0.739944139;1.059824005
0.845465381;1.049617773;1.566096861;-0.831457175;0.105855534;0.690913566
2.923936064;0.395755515;-0.532126569;-2.563947256;0.237850922;-2.424089228
-0.412673271;-2.339783614;-0.072723664;4.208277432;-0.980120059;0.172505425
2.311760018;1.690849793;0.713059858;1.946561487;-2.456307464;-0.045113298
0.058295924;-1.207552166;0.941296074;-2.529841844;0.12397319;-0.714700809
3.007291022;0.463413661;-2.295195982;0.22936531;-0.171061745;0.815518329
0.911875707;1.556819185;0.362993034;0.709836347;-1.502451619;0.639547436
-0.95648292;-1.386708687;0.072197236;-0.097004269;-2.743246231;1.590875464
-2.625703567;-0.378225061;0.032608609;-0.697307548;-1.984006233;-0.864066403
1.65487773;1.551188797;-2.309338256;-0.579213482;0.650488877;0.854953675
2.236130032;2.209871485;-2.483415679;-0.000627253;-1.102672817;-1.414922792
-2.697219752;0.123152121;-1.274922368;0.824327631;-1.395128998;-1.687873933
-1.565012194;-2.149268329;1.196807335;0.937541907;0.882433901;1.353555498
-0.729960641;0.560488748;-0.764158383;1.463079508;2.554554027;0.20998848
2.413271315;2.112970928;0.375790638;0.266716754;-0.093591883;1.672188287
0.485514431;-0.236522525;-0.05839575;1.859175608;2.391865759;-1.200072705
0.551997596;-0.360392815;1.035468312;-1.039428171;-1.610916754;-0.302026467
-3.037892334;-3.405607518;-1.254335036;-1.541490308;-2.283792926;0.941736431
0.501785641;-2.145657595;0.216390149;-0.126799466;-0.557794945;-1.588242146
-2.44512885;0.898497492;-0.963048405;0.694444464;-1.553954647;1.321605465
2.590327663;-0.784192735;0.40720587;-0.724722248;-0.360728775;0.205136216
0.04899495;-3.548947343;-1.373217782;0.903931248;1.756435497;0.034661616
-3.942493033;-0.880085146;1.506937255;2.998041779;0.0920297;0.339247117
-0.403758798;-2.362010857;1.664795158;1.722880214;-1.230842915;-1.025537341
-0.166944544;-3.127201082;0.924401854;0.0257867;-0.623610079;-0.501946173
-3.027646473;0.074172385;0.341078872;0.752187947;0.106520121;1.175992849
0.577436004;-0.794719438;0.013483166;1.575060748;1.785669357;3.27665603
-1.461515629;-0.824732841;-0.155265863;0.038528684;0.596819141;0.516930502
-0.11307881;-1.084977119;-0.933369696;-1.37496323;-2.711939485;-0.494750276
0.12105724;-0.59879621;3.730830829;-2.676936395;1.12518811;1.641399026
1.294548448;0.012194254;1.011924642;-0.067086359;-1.709821849;-0.568048862
-1.769981522;1.266894311;-2.263670115;-0.477092106;0.544919237;-3.081047207
-1.012318014;0.001866844;0.647220788;0.07979845;0.798779352;-0.445542735
0.041289819;0.628250549;-1.786671818;0.261991423;-0.495174087;-0.640104599
-1.558516244;-0.918046201;0.06497389;1.290532605;-1.030401883;1.007039097
0.47195506;-0.926711007;1.316987578;-1.52863488;-1.506681037;-1.030858722
-0.735242554;0.373313438;-0.597275693;-2.694219917;2.194129498;-1.122961577
-0.311128313;-0.147675703;1.721994078;0.674157571;-1.578615296;-1.132999811
1.920836691;-1.748482313;-0.247793067;0.308251491;-1.81635598;2.45731595
-1.243767508;2.029611957;-2.276059791;0.797804292;-1.343073939;-1.155224566
-2.622155274;0.600044912;2.31607294;0.085708281;1.650439238;1.840102143
-3.090270624;-0.50643812;0.137229779;1.197774858;-0.860138642;0.730265461
2.238334411;-1.167853915;0.705379676;-1.433412119;1.569768396;0.66215144
-3.558229918;-3.541046763;0.008408319;1.578866121;0.131066894;-1.553694072
-1.032503222;0.569360681;3.437079737;0.296057647;-0.674241838;0.04899124
0.195683478;-0.632788612;0.147067022;0.688818294;3.472167621;-1.035547081
1.684186301;-0.946614524;-1.36717619;1.567233866;-1.077785061;-0.602622615
0.662232748;1.455753459;0.811407327;-0.818819774;0.091688372;-1.256143813
3.450642605;1.76350338;-1.092722974;-0.450669382;1.925648241;0.554595199
1.275391292;4.535697808;0.886350354;1.772366209;-0.852478062;1.093062401
1.09072947;-0.233363371;1.292102279;1.82594811;0.755863942;0.584469547
-4.639001616;-1.091410414;-0.753783336;1.475433825;1.68472765;-2.137796063
0.518324356;-1.42708252;0.990178106;-0.098999987;0.394175371;-2.121331009
-0.367675417;0.399809114;3.331051542;-2.442596658;-0.506161012;0.173730941
0.095782494;-2.625833008;2.608240112;-0.880155668;-2.228134399;-1.581273398
0.32452427;0.393401055;-1.741092132;0.730571378;-1.067983576;1.23095971
1.76128311;-2.649069126;-0.121817231;-1.963844363;1.496441048;-0.571583393
-0.208723418;0.763428722;0.711554657;-1.55521852;1.048628181;0.282035821
-2.173652153;-0.428943364;-0.213433194;-0.558394393;-0.832625822;1.302622953
0.891410078;-0.736132989;1.026119675;2.692040767;0.693441977;2.139062865
2.091656091;0.489155705;-2.013690532;-2.790243404;1.431883851;-0.512700491
-0.632995373;-1.051389084;-3.5544546;-1.664195667;0.898941797;1.342852305
0.372450132;-1.248536515;-0.787401531;1.813016026;1.159676949;0.380202373
0.069431717;0.069286828;-0.771969051;-0.132098171;-0.688527062;-1.15875397
-0.313922799;0.325823434;-2.031321014;1.337899139;-0.243974318;1.969751685
1.775758972;1.832132995;-0.279162632;-0.284618695;2.513101647;0.47095483
3.438753608;-2.750260556;0.03877413;-1.373042816;-1.049626403;-2.961530096
-0.449640264;-1.770338771;0.184494586;1.801017656;0.523176525;0.49164783
-0.790666717;0.153201644;-0.893874635;1.58435642;0.860807903;-0.292259288
1.480265873;0.001230139;2.646723014;0.426891412;2.003423245;-1.067598109
-0.581504111;-0.813171285;-2.472848468;-1.271768216;1.538865081;-0.867265506
1.531077735;1.043368758;0.959056191;1.660095594;-1.166390932;-0.896116369
-0.852294184;0.932055748;0.002721285;-2.019722024;-0.9503134;0.18048073
-1.253216725;-3.653725859;-0.260437706;-1.888661464;0.874778811;-0.405099862
1.723530148;2.282671974;-2.159110805;1.169354991;-2.91185259;-1.222497217
-0.390161646;1.529800595;-0.155220061;3.560678331;-0.199897696;0.426327208
-1.151554202;0.590078786;-2.25543342;0.531754992;0.313985192;0.941535718
-1.897333878;2.133737238;1.24233214;-1.544506464;1.618901659;0.720905262
1.999966135;-0.610690789;0.945426467;-0.886676736;1.246370202;-0.885188786
-2.541045174;0.533309917;0.427843568;-1.072093195;-1.197253496;0.425900234
3.47496837;-2.612330807;0.985647423;-0.699117644;-0.650018305;-0.572106875
0.597061927;1.28668158;3.684658258;-1.717133784;0.102218981;3.061613007
-0.693686507;0.758592148;2.606437352;-0.124197238;-0.021416906;-1.103647434
-3.235371933;0.178574821;1.242807481;4.049008145;1.230097054;-0.121562984
2.678882999;1.545089794;-0.185219408;1.024453648;-2.265851158;1.254304311
-3.200963303;-1.418153562;0.195908413;0.328824316;-0.735993751;0.53707047
1.444670807;-3.004570419;0.253885023;0.554150767;-0.189921987;-1.444660689
1.884257394;0.731885844;2.80168235;-2.925406226;2.279418302;-1.577736705
0.942119153;0.369172827;-1.358191978;-1.088992748;-0.211844148;1.055389108
3.562521397;0.975372321;-0.89903483;0.801397469;-1.131710549;0.682577607
2.600096986;0.752055181;-1.588969369;1.432293136;0.423572872;-0.154068415
-1.820313103;0.459617833;2.882498221;-2.368096;1.312079899;-0.156564468
-6.002017001;-3.346276174;-2.222230217;-1.112188853;2.546240902;0.746902521
0.139587451;-1.448838677;-0.109881417;-0.395978966;-0.346595531;-0.142362059
-3.493199415;1.631510079;-1.0786677;1.360086854;0.721442651;-0.171501893
-4.33698916;0.981843299;1.466661477;0.487692095;0.857403983;-0.509692561
2.332781792;-0.501721768;0.326453205;-1.213482864;-1.749983044;-0.595700918
1.667477079;-1.074910209;0.581009303;0.001696108;0.176022581;1.153591517
-1.415030759;-1.616713251;1.696805117;-1.596996319;-0.502418435;0.955244752
-0.967373863;-0.086228274;3.519607883;-1.240309024;-0.59874169;2.970351362
-1.196920319;-2.114492877;0.758036167;0.812597435;-0.697301398;0.664315834
3.09023367;1.683728022;-1.305098312;1.312244317;-1.212694762;-0.065982204
-1.717104462;1.37696902;0.359571827;3.96122189;1.165079707;0.217644694
1.299071857;-1.417561895;-0.223134241;-1.413148169;-3.447396404;-0.865848295
0.37040204;-0.366156646;-0.882590996;2.564549014;0.396263263;2.321693556
-1.694796501;-0.766342892;-1.246028746;-1.476906385;0.162423772;1.011616056
1.411654234;-0.568375291;-0.295387599;-2.786077742;-0.628932014;-0.826239875
0.50026193;-0.52867947;-0.342725608;1.658727402;0.477206862;-0.112419887
-3.079828762;-1.529266119;0.892191645;1.030677229;2.710146006;0.512429091
0.34392944;-0.423308292;-1.346886019;0.971550442;1.792224124;-1.120598454
1.919067533;-0.922139048;0.966550029;2.999087993;-1.412413588;-1.199054234
1.804562254;-0.299199891;0.963751435;-0.752901674;3.852582181;-0.271475209
1.741281427;1.953094482;1.408349245;0.058229635;0.605232464;1.196976931
2.095413364;-1.175482136;1.556062353;1.271946863;2.065019835;-1.545233732
-1.639765168;1.954249301;2.36907907;-0.598214394;1.460715892;-1.78380377
2.530388069;1.515223217;1.260314887;-0.276965061;2.262732571;0.017208545
1.159180762;-0.3854224;-0.575378247;-0.230907267;0.201221561;0.124222854
-0.662491029;2.220644204;-1.302403541;0.420297678;2.158769837;0.330788697
0.427180446;1.469111547;-1.465022137;1.720496348;0.106561475;-2.443750913
0.170310967;0.171455165;2.285763311;-1.661777681;-0.563724695;0.718697104
-1.35644984;0.176398166;3.047013281;-0.451938962;0.917053387;2.747507653
-0.17523494;2.109244257;-1.972776718;-1.364745697;-0.902236562;0.399524882
-1.565071738;-3.551801598;0.42320494;-1.14637991;3.004820962;0.926901214
-2.515229874;-4.66149223;-1.357572274;2.591212466;-0.736746722;0.243913817
-0.316733245;2.849415889;2.214367762;-2.494440369;-1.304329899;0.553724739
1.117065406;1.510868746;-1.052307945;1.783367626;-0.165038322;-1.39532186
0.717803566;-0.711479894;-1.184937458;0.444307591;0.507347766;2.554389608
0.026288267;1.425831544;0.344844012;-0.975994496;-2.397176961;0.296428218
-0.826193007;0.364158198;-2.199917353;-1.27971469;-1.839405468;-0.006287202
-0.757753652;1.759285819;3.079086272;-0.414536362;-1.475407634;1.330309775
0.316752279;0.894760667;-1.997976267;-0.764863989;-0.262992416;-0.043587399
1.772088412;1.602729693;0.451087753;-2.248407599;0.682214619;-0.538828472
-0.723479709;0.875973031;-2.943560691;0.266255786;1.742052087;0.442024629
0.248780228;-3.061440931;0.337231478;1.35585211;0.115481349;-1.374627639
-0.207320072;2.675380507;-0.439025903;0.696224436;1.019422155;1.144549078
-2.132035024;1.008088668;-2.878520075;1.045905847;1.312076771;-0.839312875
-0.415908997;2.082155181;-0.805609165;-0.371327448;-0.05143949;3.264370347
-0.269801307;-0.322382686;1.102317869;-0.247195596;1.052874073;-1.008200129
0.822193606;1.257274103;-0.872898766;-1.575531324;0.652782511;-0.879824318
-3.304064863;0.103383897;-0.702239398;-0.567382724;-0.648172245;0.280337626
-1.934593421;1.122788438;-1.217014791;-2.623638228;-1.127039929;0.050946542
0.867229837;-1.16455466;1.850005333;-0.773217431;0.891546978;0.46672827
-1.630287219;0.164652258;-4.964869476;-0.376600426;1.508957062;1.354844311
-1.559071403;-1.751156726;-1.275732547;-3.368744962;1.071126985;-0.756453882
1.48155308;0.242910073;0.462443047;4.302442468;-1.699987451;0.12379343
1.401630523;0.170144455;-1.362366543;-0.2167769;1.453987195;-0.099291482
-1.066419534;0.505090428;0.142902932;-0.407117583;3.967168565;1.991476346
1.220979128;0.267913275;-2.171987969;-2.687026357;0.876443404;0.527929148
-1.671541897;2.007354964;-1.387235665;-0.889517849;-2.720871893;-1.133171169
-1.252252059;-0.035469757;-1.189583757;1.776924168;1.904366066;-1.303858648
-0.015365277;0.420394021;-2.147957239;-0.752547765;-1.908817289;2.356710705
2.268068374;3.063467321;-1.909077718;1.339573265;-1.891071794;1.146972984
1.743044912;-2.246671242;2.042300223;2.007076064;-1.935211823;-0.989951369
0.661727881;1.374819747;0.983487817;-1.904158873;-0.032434067;1.194104824
0.685628998;-0.441626407;2.872436789;0.004758218;1.881265476;0.904261741
-3.675490807;0.847438785;1.923244076;-0.205849772;0.81003368;1.566931859
1.00454318;-1.753902288;-1.985583962;0.373078106;-3.240198026;-0.113347817
-3.083426254;0.727456192;2.397066792;-1.151180616;0.238426994;-1.630761473
-0.115428306;0.390910634;-1.218339036;-1.359096232;0.273656352;-1.880871402
-1.738646716;0.416916927;-0.942297992;1.347535153;-0.18305233;-1.290966622
-1.630428449;0.631161497;0.377806608;2.188710329;-1.421578801;-1.01158269
-2.059397268;-0.295404807;-1.745959473;-0.430777131;-1.873190514;-0.274673929
0.622930132;-0.729755331;-0.950130581;1.556140829;0.702383524;-0.315598237
-0.418363165;1.327624887;-2.075978846;0.931267445;-0.98554032;1.354262804
-2.669710664;3.039038531;-2.591770171;-1.104126026;0.524773373;-0.458094364
4.368998053;-1.371036984;-0.796308037;-2.198516935;-1.323469022;-0.158729754
2.160504971;-1.7102905;0.474912278;-1.073958226;-0.153543154;0.844107627
1.852638858;0.015175327;1.121232037;-1.354341685;-0.893985074;0.649941631
-1.530474011;-0.327405602;-0.239928893;-1.619724972;1.10546373;0.406348692
5.540978418;0.981829976;-0.0200439;2.064180073;-1.60912148;-0.744593315
-0.790642955;0.925733944;1.962886601;-1.20003632;1.206206306;2.079051416
-0.573310979;-0.959349547;-0.005547766;1.796129296;0.00097055;-1.572122137
-4.19228437;0.694020815;0.893361462;-0.661759473;-0.677645262;-1.073333044
1.588543753;-1.143220002;1.715764361;-1.985210465;-0.842762811;-1.266664168
-0.383581998;0.201609629;-0.193590133;0.203784897;1.100556143;0.13859031
-3.974093679;0.640542854;1.334353667;2.03907618;-1.530452461;1.085240837
-0.954617485;-0.02726261;0.623556447;1.593850971;2.324007355;1.391528107
0.56803875;0.903395724;5.207077043;-0.86598259;0.576239012;-1.287329002
-1.978879227;-3.702491348;2.630596829;-0.677690251;0.460370775;-0.252882977
1.629644682;1.026096028;0.273695108;-0.344258308;0.22727353;3.333797699
2.1499103;-2.491295956;2.86243462;-1.754443061;-0.182653986;1.380484482
-0.514800418;-2.867057014;-0.451937544;1.256258462;-0.149601419;1.114271913
-0.364292456;-0.569521812;-2.195118596;-0.604304523;-0.48114964;0.2691239
0.007938513;-1.452093064;-0.292188461;1.196573445;1.193373915;-2.471127965
-1.586807534;0.43594143;-2.109887682;1.434563295;0.408173003;-0.585739953
-0.918189689;0.445490622;-0.851876365;-1.085113402;1.608528361;3.115306394
0.086742308;-1.459214545;-1.056893213;2.354127602;-0.362418514;-0.669486748
0.170064452;2.302246696;-1.971054516;1.951926095;2.026173061;0.763909838
-2.102532661;0.902654551;1.160213358;1.037805035;-1.040439544;1.157036974
-0.813896979;-0.076275967;0.604738984;1.105217577;1.102548428;-2.151588096
1.828684588;2.44191553;0.709596578;1.913303465;-0.969675231;0.200007327
-1.276900651;0.88965125;0.362516133;0.039906008;-2.17040864;-1.526549998
-0.94635695;0.246034679;-0.165971622;1.932484985;1.04822576;-0.19376713
1.920420218;1.417142972;-0.963587592;1.433599127;0.118452476;-0.456015164
0.601621461;-2.484550961;-1.140159685;-2.186088666;0.051823787;-0.6985871
-2.473668442;-2.657400993;-1.697201802;1.353758474;-1.013239721;-1.435251819
1.545322893;-2.89982907;-0.439254179;1.859066235;1.439547181;0.255162481
-0.281099845;1.589960281;-1.628306424;-1.028471497;-0.134335505;1.223004006
-1.731250995;0.200363195;1.944362823;0.751554114;0.583426213;-2.001910038
-3.225775182;-1.38948958;1.150382199;-2.689029869;-2.382388524;0.036184314
0.007532207;-1.940082193;-0.35363514;1.906078864;-1.163521842;-0.807331045
-0.352784478;0.196462058;0.457660132;-1.670078297;-1.02180623;-3.084042848
2.266179442;1.325023006;-3.032926859;0.292071839;-0.350652799;2.853454876
-1.893755218;0.347268069;-2.507419432;1.298549242;0.640926206;1.946307857
0.633229672;0.055550333;-1.277565043;-1.043115946;-2.40493485;-0.194941313
1.322730979;0.201807529;2.747303092;-1.979728673;-2.09369906;-1.519811662
1.629955423;2.747253553;0.346946927;-0.600492434;-0.996364659;0.296456662
-2.071855259;0.237031345;0.359958796;-3.003693685;-0.252755479;-1.842270672
-3.711545719;1.447204908;3.319012586;0.181511816;0.102599086;-0.67528125
-2.390561593;0.369559803;-0.483906658;0.892143613;-1.542401924;2.366341504
-0.695238486;1.981027453;1.067680768;-2.53155486;-0.855129757;-0.18543804
-2.298533855;-0.458095975;3.384748292;1.451022389;0.354012512;0.23502227
-1.62018819;-0.978330626;-0.333409124;-1.673812286;0.220379303;1.508457676
-0.921301865;-5.009117986;-0.99066254;2.488366785;-1.315675585;1.338720933
0.375641282;-2.652610702;2.795466663;-2.424057439;-1.401024575;0.280056873
-0.367427879;1.132512506;-0.177339616;-2.675177926;2.495212246;-0.660493343
4.712124783;-1.321251838;0.047090128;-3.23542446;-0.426635989;-0.41106996
-2.252309413;-1.061076117;-1.261268672;-1.557198341;0.91252231;-1.002618453
-0.931578317;0.507973773;3.68659091;-0.535994325;0.101614841;2.693764666
-0.253188637;-3.871529744;1.871427967;-4.181218098;-0.236691031;1.477882887
2.289358478;-1.606286323;0.40007812;0.09801016;0.546301657;-0.491235756
0.263971374;0.82328741;-0.907859496;1.108851603;-2.560608186;0.658190695
1.991891395;2.788627267;1.907803925;1.098526279;-0.541383709;0.10283595
0.553619067;-2.099897555;1.374263517;-0.235335981;3.203677417;1.277359902
0.845469995;2.637289615;-0.992482494;-0.326797253;-1.921613004;1.070052546
-2.526823122;0.487230802;-0.150583149;2.262143379;0.05867691;-0.230203834
0.768339132;0.711347619;0.704421398;-1.064231419;-1.219659015;-0.240995524
-0.106579621;-1.264261128;1.251464386;-0.897278233;2.988353108;-0.090844615
-1.832571303;0.879230158;1.378032037;1.110478741;3.361409742;1.545100065
2.759716522;0.289398533;-0.66191689;1.105275703;-0.465415347;0.006575075
2.435933103;-1.665486511;0.245805962;3.017619914;0.301108688;1.784463632
2.106684648;-3.109032558;-1.300611008;-0.574223159;-0.32118134;1.082274818
0.180576743;-0.71091739;-0.427806252;-1.093207752;2.653739092;0.083712608
0.148309061;3.044740912;-0.034514199;0.832005839;1.235600486;0.48281671
